ID,Prompt,Timestamp,Complexity,Style,Color Scheme,Background,Language,Filename
1767918143909,"AT5G57200 (E=6e-242) | epsin N-terminal homology (ENTH) domain-containing protein / clathrin assembly protein-related",2026-01-09T00:22:23.909Z,Expert,Default,Default,Pure White,English,at5g57200__e_6e_242____epsin_n_1767918143909.png
1767919963200,"AT4G29270 (E=3e-090) | acid phosphatase class B family protein",2026-01-09T00:52:43.200Z,Expert,Default,Default,Pure White,English,at4g29270__e_3e_090____acid_ph_1767919963200.png
1767920112729,"AT5G62150 (E=1e-043) | peptidoglycan-binding LysM domain-containing protein",2026-01-09T00:55:12.729Z,Expert,Default,Default,Pure White,English,at5g62150__e_1e_043____peptido_1767920112729.png
1767920059477,"AT4G13360 (E=1e-096) | catalytic",2026-01-09T00:54:19.477Z,Expert,Default,Default,Pure White,English,at4g13360__e_1e_096____catalyt_1767920059477.png
1767920010152,"AT2G38540 (E=2e-049) LP1",2026-01-09T00:53:30.152Z,Expert,Default,Default,Pure White,English,at2g38540__e_2e_049__lp1_1767920010152.png
1767919906897,"AT3G03170 (E=2e-054) | unknown protein",2026-01-09T00:51:46.897Z,Expert,Default,Default,Pure White,English,at3g03170__e_2e_054____unknown_1767919906897.png
1767919838185,"AT5G27230 (E=5e-123) | INVOLVED IN: biological_process unknown",2026-01-09T00:50:38.185Z,Expert,Default,Default,Pure White,English,at5g27230__e_5e_123____involve_1767919838185.png
1767919770861,"AT5G10530 (E=3e-267) | lectin protein kinase",2026-01-09T00:49:30.861Z,Expert,Default,Default,Pure White,English,at5g10530__e_3e_267____lectin__1767919770861.png
1767919720377,"AT1G74820 (E=8e-085) | cupin family protein",2026-01-09T00:48:40.377Z,Expert,Default,Default,Pure White,English,at1g74820__e_8e_085____cupin_f_1767919720377.png
1767918189630,"AT1G53990 (E=5e-161) GLIP3 | GLIP3",2026-01-09T00:23:09.630Z,Expert,Default,Default,Pure White,English,at1g53990__e_5e_161__glip3___g_1767918189630.png
1767918374561,"AT4G01550 (E=5e-056) anac069 | anac069 (Arabidopsis NAC domain containing protein 69)",2026-01-09T00:26:14.561Z,Expert,Default,Default,Pure White,English,at4g01550__e_5e_056__anac069___1767918374561.png
1767918485034,"AT5G45250 (E=0.0) RPS4 | RPS4 (RESISTANT TO P. SYRINGAE 4)",2026-01-09T00:28:05.034Z,Expert,Default,Default,Pure White,English,at5g45250__e_0_0__rps4___rps4__1767918485034.png
1767919108576,"AT2G39310 (E=9e-079) JAL22 | JAL22 (JACALIN-RELATED LECTIN 22)",2026-01-09T00:38:28.576Z,Expert,Default,Default,Pure White,English,at2g39310__e_9e_079__jal22___j_1767919108576.png
1767918537802,"AT3G45140 (E=0.0) LOX2",2026-01-09T00:28:57.802Z,Expert,Default,Default,Pure White,English,at3g45140__e_0_0__lox2_1767918537802.png
1767918429222,"AT5G04120 (E=2e-122) | phosphoglycerate/bisphosphoglycerate mutase family protein",2026-01-09T00:27:09.222Z,Expert,Default,Default,Pure White,English,at5g04120__e_2e_122____phospho_1767918429222.png
1767918315930,"AT5G45050 (E=0.0) TTR1",2026-01-09T00:25:15.930Z,Expert,Default,Default,Pure White,English,at5g45050__e_0_0__ttr1_1767918315930.png
1767918256175,"AT2G35980 (E=6e-104) YLS9",2026-01-09T00:24:16.175Z,Expert,Default,Default,Pure White,English,at2g35980__e_6e_104__yls9_1767918256175.png
1767918082081,"AT1G23560 (E=9e-132) | unknown protein",2026-01-09T00:21:22.081Z,Expert,Default,Default,Pure White,English,at1g23560__e_9e_132____unknown_1767918082081.png
1767918029048,"AT1G08990 (E=1e-247) PGSIP5 | PGSIP5 (PLANT GLYCOGENIN-LIKE STARCH INITIATION PROTEIN 5)",2026-01-09T00:20:29.048Z,Expert,Default,Default,Pure White,English,at1g08990__e_1e_247__pgsip5____1767918029048.png
1767917968293,"AT4G37070 (E=2e-171) PLP1",2026-01-09T00:19:28.293Z,Expert,Default,Default,Pure White,English,at4g37070__e_2e_171__plp1_1767917968293.png
1767917918214,"AT5G66630 (E=2e-035) DAR5 | DAR5 (DA1-RELATED PROTEIN 5)",2026-01-09T00:18:38.214Z,Expert,Default,Default,Pure White,English,at5g66630__e_2e_035__dar5___da_1767917918214.png
1767917843594,"AT1G13110 (E=2e-104) CYP71B7 | CYP71B7",2026-01-09T00:17:23.594Z,Expert,Default,Default,Pure White,English,at1g13110__e_2e_104__cyp71b7___1767917843594.png
1767915356416,"AT2G18540 (E=1e-081) | cupin family protein",2026-01-08T23:35:56.416Z,Expert,Default,Default,Pure White,English,at2g18540__e_1e_081____cupin_f_1767915356416.png
1767917770825,"AT3G12960 (E=4e-035) | unknown protein",2026-01-09T00:16:10.825Z,Expert,Default,Default,Pure White,English,at3g12960__e_4e_035____unknown_1767917770825.png
1767917705932,"AT5G24070 (E=2e-078) | peroxidase family protein",2026-01-09T00:15:05.932Z,Expert,Default,Default,Pure White,English,at5g24070__e_2e_078____peroxid_1767917705932.png
1767917650092,"AT4G18540 (E=3e-080) | unknown protein",2026-01-09T00:14:10.092Z,Expert,Default,Default,Pure White,English,at4g18540__e_3e_080____unknown_1767917650092.png
1767917563260,"AT5G11250 (E=4e-288) | disease resistance protein (TIR-NBS-LRR class)",2026-01-09T00:12:43.260Z,Expert,Default,Default,Pure White,English,at5g11250__e_4e_288____disease_1767917563260.png
1767917503588,"AT3G54940 (E=6e-171) | cysteine-type endopeptidase/ cysteine-type peptidase",2026-01-09T00:11:43.588Z,Expert,Default,Default,Pure White,English,at3g54940__e_6e_171____cystein_1767917503588.png
1767917449133,"AT3G11560 (E=2e-197) | LOCATED IN: chloroplast",2026-01-09T00:10:49.133Z,Expert,Default,Default,Pure White,English,at3g11560__e_2e_197____located_1767917449133.png
1767917376504,"AT1G54040 (E=2e-113) ESP",2026-01-09T00:09:36.504Z,Expert,Default,Default,Pure White,English,at1g54040__e_2e_113__esp_1767917376504.png
1767917323358,"AT5G16460 (E=2e-143) | FUNCTIONS IN: molecular_function unknown",2026-01-09T00:08:43.358Z,Expert,Default,Default,Pure White,English,at5g16460__e_2e_143____functio_1767917323358.png
1767917275186,"AT2G36640 (E=1e-078) ATECP63 | ATECP63 (EMBRYONIC CELL PROTEIN 63)",2026-01-09T00:07:55.186Z,Expert,Default,Default,Pure White,English,at2g36640__e_1e_078__atecp63___1767917275186.png
1767916971777,"Summarize all that is known about the gene in this talbe using TAIR, put the gene name and other standard database decriptions at the top using thalemine, SUBA, alphafold and other bioinformatic resources to illustrate the molecular cellular and tissue and organ specific  use black text on a white background, and use red, blue, green, yellow, purple and gradients",2026-01-09T00:02:51.777Z,Expert,Default,Default,Pure White,English,summarize_all_that_is_known_ab_1767916971777.png
1767917228375,"AT5G41550 (E=1e-056) | disease resistance protein (TIR-NBS-LRR class)",2026-01-09T00:07:08.375Z,Expert,Default,Default,Pure White,English,at5g41550__e_1e_056____disease_1767917228375.png
1767916177996,"AT2G22750 (E=9e-116) | basic helix-loop-helix (bHLH) family protein",2026-01-08T23:49:37.996Z,Expert,Default,Default,Pure White,English,at2g22750__e_9e_116____basic_h_1767916177996.png
1767917174360,"AT5G57260 (E=3e-230) CYP71B10 | CYP71B10",2026-01-09T00:06:14.360Z,Expert,Default,Default,Pure White,English,at5g57260__e_3e_230__cyp71b10__1767917174360.png
1767915102413,"AT4G19500 (E=1e-217) | ATP binding / nucleoside-triphosphatase/ nucleotide binding / protein binding / transmembrane receptor",2026-01-08T23:31:42.413Z,Expert,Default,Default,Pure White,English,at4g19500__e_1e_217____atp_bin_1767915102413.png
1767915247705,"AT2G23640 (E=3e-089) | reticulon family protein (RTNLB13)",2026-01-08T23:34:07.705Z,Expert,Default,Default,Pure White,English,at2g23640__e_3e_089____reticul_1767915247705.png
1767917096719,"AT3G24650 (E=7e-290) ABI3",2026-01-09T00:04:56.719Z,Expert,Default,Default,Pure White,English,at3g24650__e_7e_290__abi3_1767917096719.png
1767917054226,"AT1G06310 (E=5e-276) ACX6 | ACX6 (ACYL-COA OXIDASE 6)",2026-01-09T00:04:14.226Z,Expert,Default,Default,Pure White,English,at1g06310__e_5e_276__acx6___ac_1767917054226.png
1767914989463,"AT5G38130 (E=6e-099) | transferase family protein",2026-01-08T23:29:49.463Z,Expert,Default,Default,Pure White,English,at5g38130__e_6e_099____transfe_1767914989463.png
1767916893946,"AT5G01300 (E=5e-083) | phosphatidylethanolamine-binding family protein",2026-01-09T00:01:33.946Z,Expert,Default,Default,Pure White,English,at5g01300__e_5e_083____phospha_1767916893946.png
1767917005087,"AT5G12420 (E=3e-105) | unknown protein",2026-01-09T00:03:25.087Z,Expert,Default,Default,Pure White,English,at5g12420__e_3e_105____unknown_1767917005087.png
1767915057043,"AT2G26060 (E=4e-080) emb1345 | emb1345 (embryo defective 1345)",2026-01-08T23:30:57.043Z,Expert,Default,Default,Pure White,English,at2g26060__e_4e_080__emb1345___1767915057043.png
1767916565236,"AT2G43860 (E=4e-191) | polygalacturonase",2026-01-08T23:56:05.236Z,Expert,Default,Default,Pure White,English,at2g43860__e_4e_191____polygal_1767916565236.png
1767916847457,"AT1G63730 (E=9e-253) | disease resistance protein (TIR-NBS-LRR class)",2026-01-09T00:00:47.457Z,Expert,Default,Default,Pure White,English,at1g63730__e_9e_253____disease_1767916847457.png
1767914800836,"Summarize all that is known about the gene in this talbe using TAIR, put the gene name and other standard database decriptions at the top using thalemine, SUBA, alphafold and other bioinformatic resources to illustrate the molecular cellular and tissue and organ specific  use black text on a white background, and use red, blue, green, yellow, purple and gradients",2026-01-08T23:26:40.836Z,Expert,Default,Default,Pure White,English,summarize_all_that_is_known_ab_1767914800836.png
1767914874498,"AT1G42550 (E=2e-270) PMI1 | PMI1 (PLASTID MOVEMENT IMPAIRED1)",2026-01-08T23:27:54.498Z,Expert,Default,Default,Pure White,English,at1g42550__e_2e_270__pmi1___pm_1767914874498.png
1767916789873,"AT1G15125 (E=2e-164) | S-adenosylmethionine-dependent methyltransferase/ methyltransferase",2026-01-08T23:59:49.873Z,Expert,Default,Default,Pure White,English,at1g15125__e_2e_164____s_adeno_1767916789873.png
1767916606745,"AT1G77100 (E=5e-142) | peroxidase",2026-01-08T23:56:46.745Z,Expert,Default,Default,Pure White,English,at1g77100__e_5e_142____peroxid_1767916606745.png
1767916726266,"AT5G24070 (E=2e-172) | peroxidase family protein",2026-01-08T23:58:46.266Z,Expert,Default,Default,Pure White,English,at5g24070__e_2e_172____peroxid_1767916726266.png
1767916676899,"AT5G44310 (E=3e-080) | late embryogenesis abundant domain-containing protein / LEA domain-containing protein",2026-01-08T23:57:56.899Z,Expert,Default,Default,Pure White,English,at5g44310__e_3e_080____late_em_1767916676899.png
1767916507312,"AT2G21720 (E=0.0) | unknown protein",2026-01-08T23:55:07.312Z,Expert,Default,Default,Pure White,English,at2g21720__e_0_0____unknown_pr_1767916507312.png
1767916435842,"AT4G23100 (E=7e-188) RML1",2026-01-08T23:53:55.842Z,Expert,Default,Default,Pure White,English,at4g23100__e_7e_188__rml1_1767916435842.png
1767916379734,"AT5G40420 (E=4e-048) OLEO2",2026-01-08T23:52:59.734Z,Expert,Default,Default,Pure White,English,at5g40420__e_4e_048__oleo2_1767916379734.png
1767916339696,"AT4G26740 (E=2e-137) ATS1 | ATS1 (ARABIDOPSIS THALIANA SEED GENE 1)",2026-01-08T23:52:19.696Z,Expert,Default,Default,Pure White,English,at4g26740__e_2e_137__ats1___at_1767916339696.png
1767916280888,"AT5G25140 (E=2e-216) CYP71B13 | CYP71B13",2026-01-08T23:51:20.888Z,Expert,Default,Default,Pure White,English,at5g25140__e_2e_216__cyp71b13__1767916280888.png
1767916235319,"AT2G19500 (E=1e-241) CKX2",2026-01-08T23:50:35.319Z,Expert,Default,Default,Pure White,English,at2g19500__e_1e_241__ckx2_1767916235319.png
1767915297337,"AT1G03790 (E=3e-138) SOM | SOM (SOMNUS)",2026-01-08T23:34:57.337Z,Expert,Default,Default,Pure White,English,at1g03790__e_3e_138__som___som_1767915297337.png
1767915415090,"AT2G31985 (E=3e-126) | unknown protein",2026-01-08T23:36:55.090Z,Expert,Default,Default,Pure White,English,at2g31985__e_3e_126____unknown_1767915415090.png
1767915200917,"AT1G43760 (E=2e-043) | FUNCTIONS IN: molecular_function unknown",2026-01-08T23:33:20.917Z,Expert,Default,Default,Pure White,English,at1g43760__e_2e_043____functio_1767915200917.png
1767915151097,"AT2G06520 (E=3e-017) PSBX | PSBX (photosystem II subunit X)",2026-01-08T23:32:31.097Z,Expert,Default,Default,Pure White,English,at2g06520__e_3e_017__psbx___ps_1767915151097.png
1767914933390,"AT1G14800 (E=8e-007) | FUNCTIONS IN: molecular_function unknown",2026-01-08T23:28:53.390Z,Expert,Default,Default,Pure White,English,at1g14800__e_8e_007____functio_1767914933390.png
